Date,V1,V2,V3
2024-5-9 11:51:55,128.91 ,127.15 ,127.87 
2024-5-9 11:51:56,128.93 ,127.13 ,127.83 
2024-5-9 11:51:57,128.78 ,127.10 ,127.83 
2024-5-9 11:51:58,128.80 ,127.10 ,127.84 
2024-5-9 11:52:0,128.79 ,127.07 ,127.82 
2024-5-9 11:52:1,128.77 ,127.05 ,127.70 
2024-5-9 11:52:2,128.68 ,126.97 ,127.68 
2024-5-9 11:52:3,128.60 ,126.92 ,127.68 
2024-5-9 11:52:5,128.67 ,126.89 ,127.63 
2024-5-9 11:52:6,128.71 ,126.96 ,127.64 
2024-5-9 11:52:7,128.68 ,126.91 ,127.66 
2024-5-9 11:52:8,128.64 ,126.87 ,127.60 
2024-5-9 11:52:9,128.60 ,126.82 ,127.52 
2024-5-9 11:52:11,128.59 ,126.77 ,127.52 
2024-5-9 11:52:12,128.59 ,126.79 ,127.57 
2024-5-9 11:52:13,128.57 ,126.80 ,127.57 
2024-5-9 11:52:14,128.59 ,126.80 ,127.52 
2024-5-9 11:52:16,128.60 ,126.86 ,127.59 
2024-5-9 11:52:17,128.64 ,126.87 ,127.62 
2024-5-9 11:52:18,128.63 ,126.81 ,127.58 
2024-5-9 11:52:19,128.63 ,126.83 ,127.59 
2024-5-9 11:52:20,128.56 ,126.75 ,127.48 
2024-5-9 11:52:22,128.54 ,126.77 ,127.58 
2024-5-9 11:52:23,128.58 ,126.82 ,127.53 
2024-5-9 11:52:24,128.55 ,126.84 ,127.51 
2024-5-9 11:52:25,128.61 ,126.90 ,127.53 
2024-5-9 11:52:26,128.65 ,126.88 ,127.51 
2024-5-9 11:52:28,128.61 ,126.87 ,127.54 
2024-5-9 11:52:29,128.66 ,126.92 ,127.54 
2024-5-9 11:52:30,128.69 ,127.02 ,127.58 
2024-5-9 11:52:31,128.77 ,127.07 ,127.64 
2024-5-9 11:52:33,128.85 ,127.10 ,127.75 
2024-5-9 11:52:34,128.87 ,127.24 ,127.83 
2024-5-9 11:52:35,128.92 ,127.22 ,127.83 
2024-5-9 11:52:36,128.94 ,127.25 ,127.86 
2024-5-9 11:52:37,128.97 ,127.25 ,127.88 
2024-5-9 11:52:39,128.99 ,127.23 ,127.88 
2024-5-9 11:52:40,129.04 ,127.31 ,127.94 
2024-5-9 11:52:41,129.07 ,127.35 ,127.99 
2024-5-9 11:52:42,129.02 ,127.34 ,127.92 
2024-5-9 11:52:44,129.00 ,127.33 ,127.98 
2024-5-9 11:52:45,129.06 ,127.36 ,128.00 
2024-5-9 11:52:46,129.02 ,127.33 ,127.99 
2024-5-9 11:52:47,129.03 ,127.29 ,127.95 
2024-5-9 11:52:48,129.03 ,127.31 ,127.96 
2024-5-9 11:52:50,129.00 ,127.34 ,127.98 
2024-5-9 11:52:51,129.01 ,127.31 ,127.93 
2024-5-9 11:52:52,128.91 ,127.25 ,127.83 
2024-5-9 11:52:53,128.75 ,127.09 ,127.66 
2024-5-9 11:52:54,128.75 ,127.10 ,127.65 
2024-5-9 11:52:56,128.75 ,127.11 ,127.70 
2024-5-9 11:52:57,128.80 ,127.10 ,127.68 
2024-5-9 11:52:58,128.73 ,127.02 ,127.61 
2024-5-9 11:52:59,128.75 ,127.07 ,127.66 
2024-5-9 11:53:1,128.76 ,127.05 ,127.63 
2024-5-9 11:53:2,128.71 ,126.90 ,127.51 
2024-5-9 11:53:3,128.63 ,126.84 ,127.47 
2024-5-9 11:53:4,128.61 ,126.85 ,127.47 
2024-5-9 11:53:5,128.61 ,126.82 ,127.45 
2024-5-9 11:53:7,128.63 ,126.86 ,127.52 
2024-5-9 11:53:8,128.65 ,126.87 ,127.52 
2024-5-9 11:53:9,128.65 ,126.89 ,127.55 
2024-5-9 11:53:10,128.60 ,126.81 ,127.42 
2024-5-9 11:53:11,128.55 ,126.72 ,127.43 
2024-5-9 11:53:13,128.64 ,126.79 ,127.44 
2024-5-9 11:53:14,128.65 ,126.76 ,127.41 
2024-5-9 11:53:15,128.64 ,126.79 ,127.47 
2024-5-9 11:53:16,128.61 ,126.78 ,127.45 
2024-5-9 11:53:18,128.62 ,126.76 ,127.44 
2024-5-9 11:53:19,128.65 ,126.80 ,127.49 
2024-5-9 11:53:20,128.66 ,126.77 ,127.43 
2024-5-9 11:53:21,128.65 ,126.80 ,127.42 
2024-5-9 11:53:22,128.69 ,126.82 ,127.49 
2024-5-9 11:53:24,128.59 ,126.78 ,127.44 
2024-5-9 11:53:25,128.64 ,126.85 ,127.48 
2024-5-9 11:53:26,128.72 ,126.92 ,127.56 
2024-5-9 11:53:27,128.76 ,126.99 ,127.62 
2024-5-9 11:53:29,128.73 ,127.00 ,127.65 
2024-5-9 11:53:30,128.82 ,127.05 ,127.68 
2024-5-9 11:53:31,128.86 ,127.11 ,127.74 
2024-5-9 11:53:32,128.92 ,127.17 ,127.80 
2024-5-9 11:53:33,128.91 ,127.16 ,127.80 
2024-5-9 11:53:35,128.92 ,127.17 ,127.79 
2024-5-9 11:53:36,128.95 ,127.16 ,127.80 
2024-5-9 11:53:37,128.97 ,127.20 ,127.83 
2024-5-9 11:53:38,128.97 ,127.21 ,127.84 
2024-5-9 11:53:39,128.97 ,127.20 ,127.83 
2024-5-9 11:53:41,128.90 ,127.12 ,127.76 
2024-5-9 11:53:42,128.84 ,127.11 ,127.79 
2024-5-9 11:53:43,128.89 ,127.16 ,127.81 
2024-5-9 11:53:44,128.90 ,127.15 ,127.80 
2024-5-9 11:53:46,128.96 ,127.16 ,127.82 
2024-5-9 11:53:47,128.92 ,127.14 ,127.79 
2024-5-9 11:53:48,128.90 ,127.17 ,127.82 
2024-5-9 11:53:49,128.88 ,127.11 ,127.83 
2024-5-9 11:53:50,128.79 ,127.06 ,127.75 
2024-5-9 11:53:52,128.76 ,127.06 ,127.71 
2024-5-9 11:53:53,128.78 ,127.01 ,127.71 
2024-5-9 11:53:54,128.76 ,127.02 ,127.71 
2024-5-9 11:53:55,128.72 ,126.99 ,127.68 
2024-5-9 11:53:57,128.69 ,126.96 ,127.67 
2024-5-9 11:53:58,128.71 ,126.93 ,127.66 
2024-5-9 11:53:59,128.68 ,126.91 ,127.64 
2024-5-9 11:54:0,128.62 ,126.87 ,127.60 
2024-5-9 11:54:1,128.59 ,126.85 ,127.62 
2024-5-9 11:54:3,128.55 ,126.75 ,127.50 
2024-5-9 11:54:4,128.49 ,126.76 ,127.50 
2024-5-9 11:54:5,128.57 ,126.76 ,127.53 
2024-5-9 11:54:6,128.60 ,126.79 ,127.57 
2024-5-9 11:54:7,128.63 ,126.77 ,127.58 
2024-5-9 11:54:9,128.66 ,126.82 ,127.62 
2024-5-9 11:54:10,128.67 ,126.86 ,127.68 
2024-5-9 11:54:11,128.81 ,126.94 ,127.74 
2024-5-9 11:54:12,128.76 ,126.95 ,127.74 
2024-5-9 11:54:14,128.74 ,126.99 ,127.74 
2024-5-9 11:54:15,128.72 ,126.96 ,127.71 
2024-5-9 11:54:16,128.75 ,127.03 ,127.79 
2024-5-9 11:54:17,128.88 ,127.04 ,127.73 
2024-5-9 11:54:18,128.93 ,127.08 ,127.80 
2024-5-9 11:54:20,128.98 ,127.11 ,127.81 
2024-5-9 11:54:21,128.94 ,127.10 ,127.78 
2024-5-9 11:54:22,128.92 ,127.12 ,127.82 
2024-5-9 11:54:23,128.91 ,127.15 ,127.83 
2024-5-9 11:54:25,128.95 ,127.19 ,127.84 
2024-5-9 11:54:26,129.03 ,127.29 ,127.90 
2024-5-9 11:54:27,129.06 ,127.30 ,127.93 
2024-5-9 11:54:28,129.08 ,127.34 ,127.98 
2024-5-9 11:54:29,129.09 ,127.31 ,127.97 
2024-5-9 11:54:31,129.09 ,127.32 ,127.96 
2024-5-9 11:54:32,129.10 ,127.32 ,127.99 
2024-5-9 11:54:33,129.12 ,127.36 ,128.06 
2024-5-9 11:54:34,129.16 ,127.40 ,128.08 
2024-5-9 11:54:36,129.16 ,127.39 ,128.09 
2024-5-9 11:54:37,128.27 ,126.77 ,128.09 
2024-5-9 11:54:38,127.86 ,125.82 ,128.10 
2024-5-9 11:54:39,127.88 ,125.81 ,128.10 
2024-5-9 11:54:40,127.85 ,125.77 ,128.09 
2024-5-9 11:54:42,127.69 ,125.64 ,127.99 
2024-5-9 11:54:43,127.69 ,125.66 ,127.97 
2024-5-9 11:54:44,127.69 ,125.69 ,127.99 
2024-5-9 11:54:45,127.74 ,125.69 ,128.01 
2024-5-9 11:54:46,127.72 ,125.71 ,128.00 
2024-5-9 11:54:48,127.64 ,125.60 ,127.91 
2024-5-9 11:54:49,127.64 ,125.62 ,127.93 
2024-5-9 11:54:50,127.62 ,125.64 ,127.92 
2024-5-9 11:54:51,127.59 ,125.58 ,127.87 
2024-5-9 11:54:53,127.59 ,125.55 ,127.84 
2024-5-9 11:54:54,127.60 ,125.59 ,127.82 
2024-5-9 11:54:55,127.57 ,125.61 ,127.84 
2024-5-9 11:54:56,128.42 ,125.46 ,127.76 
2024-5-9 11:54:57,128.86 ,125.38 ,127.70 
2024-5-9 11:54:59,128.87 ,125.38 ,127.72 
2024-5-9 11:55:0,128.83 ,125.34 ,127.73 
2024-5-9 11:55:1,128.82 ,125.40 ,127.76 
2024-5-9 11:55:2,128.77 ,125.34 ,127.68 
2024-5-9 11:55:4,128.80 ,125.33 ,127.68 
2024-5-9 11:55:5,128.79 ,125.33 ,127.70 
2024-5-9 11:55:6,128.76 ,125.32 ,127.65 
2024-5-9 11:55:7,128.77 ,125.34 ,127.69 
2024-5-9 11:55:8,128.75 ,125.33 ,127.72 
2024-5-9 11:55:10,128.80 ,125.36 ,127.76 
2024-5-9 11:55:11,128.80 ,125.42 ,127.79 
2024-5-9 11:55:12,128.83 ,125.40 ,127.80 
2024-5-9 11:55:13,128.88 ,125.42 ,127.81 
2024-5-9 11:55:14,128.80 ,125.37 ,127.79 
2024-5-9 11:55:16,128.81 ,125.37 ,127.76 
2024-5-9 11:55:17,128.83 ,125.42 ,127.81 
2024-5-9 11:55:18,128.90 ,125.42 ,127.81 
2024-5-9 11:55:19,128.90 ,125.45 ,127.86 
2024-5-9 11:55:21,128.96 ,125.51 ,127.88 
2024-5-9 11:55:22,128.98 ,125.53 ,127.93 
2024-5-9 11:55:23,128.99 ,125.59 ,127.95 
2024-5-9 11:55:24,129.01 ,125.67 ,127.97 
2024-5-9 11:55:25,129.11 ,125.69 ,128.03 
2024-5-9 11:55:27,129.14 ,125.69 ,128.01 
2024-5-9 11:55:28,129.15 ,125.66 ,128.02 
2024-5-9 11:55:29,129.07 ,125.64 ,127.98 
2024-5-9 11:55:30,129.13 ,125.67 ,128.01 
2024-5-9 11:55:31,129.19 ,125.74 ,128.09 
2024-5-9 11:55:33,129.15 ,125.69 ,128.02 
2024-5-9 11:55:34,129.19 ,125.74 ,128.05 
2024-5-9 11:55:35,129.20 ,125.69 ,128.08 
2024-5-9 11:55:36,129.22 ,125.61 ,128.06 
2024-5-9 11:55:38,129.24 ,125.64 ,128.09 
2024-5-9 11:55:39,129.22 ,125.64 ,128.07 
2024-5-9 11:55:40,129.24 ,125.63 ,128.10 
2024-5-9 11:55:41,129.16 ,125.58 ,128.03 
2024-5-9 11:55:42,129.17 ,125.60 ,128.04 
2024-5-9 11:55:44,129.18 ,125.65 ,128.05 
2024-5-9 11:55:45,129.12 ,125.63 ,128.04 
2024-5-9 11:55:46,129.13 ,125.68 ,128.03 
2024-5-9 11:55:47,129.13 ,125.65 ,128.02 
2024-5-9 11:55:49,129.10 ,125.59 ,127.98 
2024-5-9 11:55:50,129.02 ,125.51 ,127.89 
2024-5-9 11:55:51,128.99 ,125.49 ,127.83 
2024-5-9 11:55:52,129.01 ,125.54 ,127.91 
2024-5-9 11:55:53,129.01 ,125.50 ,127.86 
2024-5-9 11:55:55,128.94 ,125.46 ,127.83 
2024-5-9 11:55:56,128.98 ,125.52 ,127.93 
2024-5-9 11:55:57,128.96 ,125.51 ,127.91 
2024-5-9 11:55:58,128.97 ,125.53 ,127.93 
2024-5-9 11:56:0,128.94 ,125.55 ,127.90 
2024-5-9 11:56:1,128.94 ,125.55 ,127.91 
2024-5-9 11:56:2,128.86 ,125.48 ,127.83 
2024-5-9 11:56:3,128.83 ,125.44 ,127.80 
2024-5-9 11:56:4,128.85 ,125.49 ,127.84 
2024-5-9 11:56:6,128.82 ,125.48 ,127.85 
2024-5-9 11:56:7,128.85 ,125.50 ,127.85 
2024-5-9 11:56:8,128.85 ,125.49 ,127.88 
2024-5-9 11:56:9,128.89 ,125.49 ,127.86 
2024-5-9 11:56:10,128.91 ,125.52 ,127.93 
2024-5-9 11:56:12,128.99 ,125.61 ,128.00 
2024-5-9 11:56:13,129.00 ,125.60 ,128.06 
2024-5-9 11:56:14,129.00 ,125.66 ,128.11 
2024-5-9 11:56:15,129.00 ,125.61 ,128.04 
2024-5-9 11:56:17,129.07 ,125.70 ,128.12 
2024-5-9 11:56:18,129.14 ,125.78 ,128.18 
2024-5-9 11:56:19,129.15 ,125.79 ,128.22 
2024-5-9 11:56:20,129.24 ,125.87 ,128.30 
2024-5-9 11:56:21,129.24 ,125.83 ,128.29 
2024-5-9 11:56:23,129.28 ,125.90 ,128.29 
2024-5-9 11:56:24,129.31 ,125.92 ,128.33 
2024-5-9 11:56:25,129.32 ,125.93 ,128.33 
2024-5-9 11:56:26,129.34 ,125.93 ,128.27 
2024-5-9 11:56:27,129.33 ,125.90 ,128.31 
2024-5-9 11:56:29,129.32 ,125.90 ,128.34 
2024-5-9 11:56:30,129.32 ,125.88 ,128.31 
2024-5-9 11:56:31,129.43 ,125.95 ,128.38 
2024-5-9 11:56:32,129.44 ,125.96 ,128.34 
2024-5-9 11:56:34,129.38 ,125.91 ,128.34 
2024-5-9 11:56:35,129.37 ,125.93 ,128.34 
2024-5-9 11:56:36,129.38 ,125.91 ,128.24 
2024-5-9 11:56:37,129.38 ,125.94 ,128.24 
2024-5-9 11:56:38,129.37 ,125.90 ,128.18 
2024-5-9 11:56:40,129.35 ,125.92 ,128.16 
2024-5-9 11:56:41,129.33 ,125.93 ,128.21 
2024-5-9 11:56:42,129.23 ,125.77 ,128.00 
2024-5-9 11:56:43,129.17 ,125.73 ,127.97 
2024-5-9 11:56:45,129.23 ,125.75 ,127.99 
2024-5-9 11:56:46,129.22 ,125.72 ,128.04 
2024-5-9 11:56:47,129.15 ,125.70 ,127.98 
2024-5-9 11:56:48,129.05 ,125.56 ,127.90 
2024-5-9 11:56:49,129.07 ,125.57 ,127.85 
2024-5-9 11:56:51,128.95 ,125.49 ,127.84 
2024-5-9 11:56:52,128.97 ,125.49 ,127.93 
2024-5-9 11:56:53,129.02 ,125.57 ,127.99 
2024-5-9 11:56:54,129.02 ,125.56 ,128.01 
2024-5-9 11:56:55,128.94 ,125.59 ,127.98 
2024-5-9 11:56:57,128.94 ,125.65 ,127.95 
2024-5-9 11:56:58,128.94 ,125.61 ,128.01 
2024-5-9 11:56:59,128.96 ,125.64 ,127.98 
2024-5-9 11:57:0,128.98 ,125.61 ,127.90 
2024-5-9 11:57:2,129.04 ,125.60 ,127.86 
2024-5-9 11:57:3,129.03 ,125.64 ,127.89 
2024-5-9 11:57:4,129.06 ,125.64 ,127.94 
2024-5-9 11:57:5,129.02 ,125.63 ,127.96 
2024-5-9 11:57:6,128.99 ,125.56 ,127.94 
2024-5-9 11:57:8,128.97 ,125.58 ,127.94 
2024-5-9 11:57:9,129.01 ,125.56 ,127.94 
2024-5-9 11:57:10,128.99 ,125.53 ,127.90 
2024-5-9 11:57:11,128.98 ,125.55 ,127.91 
2024-5-9 11:57:13,129.05 ,125.59 ,127.92 
2024-5-9 11:57:14,129.08 ,125.62 ,127.98 
2024-5-9 11:57:15,129.09 ,125.64 ,128.01 
2024-5-9 11:57:16,129.18 ,125.74 ,128.14 
2024-5-9 11:57:17,129.18 ,125.72 ,128.07 
2024-5-9 11:57:19,129.19 ,125.72 ,128.11 
2024-5-9 11:57:20,129.15 ,125.71 ,128.13 
2024-5-9 11:57:21,129.23 ,125.75 ,128.15 
2024-5-9 11:57:22,129.31 ,125.78 ,128.21 
2024-5-9 11:57:23,129.30 ,125.77 ,128.18 
2024-5-9 11:57:25,129.35 ,125.82 ,128.23 
2024-5-9 11:57:26,129.37 ,125.86 ,128.20 
2024-5-9 11:57:27,129.33 ,125.87 ,128.23 
2024-5-9 11:57:28,129.33 ,125.86 ,128.25 
2024-5-9 11:57:30,129.28 ,125.86 ,128.29 
2024-5-9 11:57:31,129.33 ,125.92 ,128.32 
2024-5-9 11:57:32,129.39 ,125.95 ,128.33 
2024-5-9 11:57:33,129.38 ,125.91 ,128.33 
2024-5-9 11:57:34,129.43 ,125.96 ,128.32 
2024-5-9 11:57:36,129.47 ,125.94 ,128.23 
2024-5-9 11:57:37,129.42 ,125.89 ,128.22 
2024-5-9 11:57:38,129.43 ,125.90 ,128.22 
2024-5-9 11:57:39,129.38 ,125.90 ,128.23 
2024-5-9 11:57:41,129.42 ,125.89 ,128.24 
2024-5-9 11:57:42,129.39 ,125.86 ,128.19 
2024-5-9 11:57:43,129.24 ,125.76 ,128.10 
2024-5-9 11:57:44,129.30 ,125.82 ,128.12 
2024-5-9 11:57:45,129.27 ,125.81 ,128.14 
2024-5-9 11:57:47,129.29 ,125.85 ,128.18 
2024-5-9 11:57:48,129.29 ,125.84 ,128.17 
2024-5-9 11:57:49,129.26 ,125.82 ,128.15 
2024-5-9 11:57:50,129.20 ,125.75 ,128.06 
2024-5-9 11:57:52,129.07 ,125.70 ,128.03 
2024-5-9 11:57:53,129.15 ,125.67 ,128.07 
2024-5-9 11:57:54,129.15 ,125.63 ,128.05 
2024-5-9 11:57:55,129.13 ,125.64 ,128.01 
2024-5-9 11:57:56,129.12 ,125.72 ,128.01 
2024-5-9 11:57:58,129.16 ,125.73 ,128.03 
2024-5-9 11:57:59,129.12 ,125.68 ,128.03 
2024-5-9 11:58:0,129.09 ,125.66 ,128.00 
2024-5-9 11:58:1,129.06 ,125.61 ,127.98 
2024-5-9 11:58:2,129.05 ,125.60 ,127.96 
2024-5-9 11:58:4,129.04 ,125.62 ,127.95 
2024-5-9 11:58:5,128.99 ,125.63 ,127.89 
2024-5-9 11:58:6,128.96 ,125.61 ,127.83 
2024-5-9 11:58:7,128.95 ,125.52 ,127.82 
2024-5-9 11:58:9,128.89 ,125.51 ,127.76 
2024-5-9 11:58:10,128.94 ,125.55 ,127.74 
2024-5-9 11:58:11,128.91 ,125.51 ,127.78 
2024-5-9 11:58:12,128.97 ,125.59 ,127.87 
2024-5-9 11:58:13,128.98 ,125.59 ,127.92 
2024-5-9 11:58:15,128.99 ,125.62 ,127.96 
2024-5-9 11:58:16,128.95 ,125.57 ,127.93 
2024-5-9 11:58:17,128.95 ,125.59 ,127.90 
2024-5-9 11:58:18,128.96 ,125.57 ,127.89 
2024-5-9 11:58:19,128.97 ,125.61 ,127.94 
2024-5-9 11:58:21,128.94 ,125.58 ,127.95 
2024-5-9 11:58:22,128.96 ,125.63 ,128.01 
2024-5-9 11:58:23,128.90 ,125.64 ,127.95 
2024-5-9 11:58:24,128.91 ,125.67 ,127.92 
2024-5-9 11:58:26,129.09 ,125.71 ,127.93 
2024-5-9 11:58:27,129.13 ,125.73 ,127.95 
2024-5-9 11:58:28,129.18 ,125.70 ,127.97 
2024-5-9 11:58:29,129.13 ,125.74 ,128.05 
2024-5-9 11:58:30,129.19 ,125.77 ,128.10 
2024-5-9 11:58:32,129.25 ,125.82 ,128.15 
2024-5-9 11:58:33,129.21 ,125.78 ,128.13 
2024-5-9 11:58:34,129.31 ,125.87 ,128.22 
2024-5-9 11:58:35,129.37 ,125.86 ,128.25 
2024-5-9 11:58:37,129.36 ,125.91 ,128.25 
2024-5-9 11:58:38,129.35 ,125.91 ,128.28 
2024-5-9 11:58:39,129.38 ,125.94 ,128.28 
2024-5-9 11:58:40,129.29 ,125.85 ,128.19 
2024-5-9 11:58:41,129.32 ,125.90 ,128.27 
2024-5-9 11:58:43,129.26 ,125.78 ,128.13 
2024-5-9 11:58:44,129.19 ,125.73 ,128.11 
2024-5-9 11:58:45,129.22 ,125.80 ,128.16 
2024-5-9 11:58:46,129.26 ,125.78 ,128.15 
2024-5-9 11:58:47,129.27 ,125.84 ,128.21 
2024-5-9 11:58:49,129.21 ,125.81 ,128.17 
2024-5-9 11:58:50,129.28 ,125.88 ,128.18 
2024-5-9 11:58:51,129.29 ,125.85 ,128.16 
2024-5-9 11:58:52,129.23 ,125.83 ,128.14 
2024-5-9 11:58:54,129.21 ,125.81 ,128.10 
2024-5-9 11:58:55,129.18 ,125.76 ,128.08 
2024-5-9 11:58:56,129.13 ,125.71 ,128.04 
2024-5-9 11:58:57,129.05 ,125.65 ,127.90 
2024-5-9 11:58:58,129.03 ,125.60 ,127.90 
2024-5-9 11:59:0,129.07 ,125.67 ,127.93 
2024-5-9 11:59:1,128.98 ,125.57 ,127.87 
2024-5-9 11:59:2,129.07 ,125.59 ,127.90 
2024-5-9 11:59:3,129.04 ,125.63 ,127.95 
2024-5-9 11:59:5,129.00 ,125.58 ,127.92 
2024-5-9 11:59:6,128.95 ,125.57 ,127.88 
2024-5-9 11:59:7,128.93 ,125.54 ,127.86 
2024-5-9 11:59:8,128.89 ,125.52 ,127.84 
2024-5-9 11:59:9,128.87 ,125.52 ,127.83 
2024-5-9 11:59:11,128.88 ,125.48 ,127.75 
2024-5-9 11:59:12,128.89 ,125.55 ,127.85 
2024-5-9 11:59:13,128.87 ,125.50 ,127.80 
2024-5-9 11:59:14,128.88 ,125.47 ,127.80 
2024-5-9 11:59:16,128.92 ,125.55 ,127.84 
2024-5-9 11:59:17,128.97 ,125.53 ,127.85 
2024-5-9 11:59:18,128.98 ,125.58 ,127.91 
2024-5-9 11:59:19,129.01 ,125.58 ,127.92 
2024-5-9 11:59:20,129.04 ,125.58 ,127.88 
2024-5-9 11:59:22,129.10 ,125.64 ,127.97 
2024-5-9 11:59:23,129.13 ,125.68 ,128.04 
2024-5-9 11:59:24,129.12 ,125.70 ,128.06 
2024-5-9 11:59:25,129.17 ,125.73 ,128.10 
2024-5-9 11:59:26,129.22 ,125.72 ,128.10 
2024-5-9 11:59:28,129.20 ,125.73 ,128.11 
2024-5-9 11:59:29,129.13 ,125.71 ,128.06 
2024-5-9 11:59:30,129.15 ,125.71 ,128.05 
2024-5-9 11:59:31,129.22 ,125.75 ,128.08 
2024-5-9 11:59:33,129.24 ,125.78 ,128.09 
2024-5-9 11:59:34,129.28 ,125.84 ,128.18 
2024-5-9 11:59:35,129.34 ,125.88 ,128.22 
2024-5-9 11:59:36,129.40 ,125.94 ,128.25 
2024-5-9 11:59:37,129.39 ,125.95 ,128.28 
2024-5-9 11:59:39,129.41 ,125.95 ,128.30 
2024-5-9 11:59:40,129.40 ,126.01 ,128.32 
2024-5-9 11:59:41,129.39 ,125.94 ,128.29 
2024-5-9 11:59:42,129.40 ,125.97 ,128.29 
2024-5-9 11:59:44,129.39 ,125.96 ,128.26 
2024-5-9 11:59:45,129.44 ,125.96 ,128.24 
2024-5-9 11:59:46,129.50 ,126.02 ,128.28 
2024-5-9 11:59:47,129.47 ,125.98 ,128.20 
2024-5-9 11:59:48,129.31 ,125.89 ,128.13 
2024-5-9 11:59:50,129.29 ,125.90 ,128.14 
2024-5-9 11:59:51,129.32 ,125.85 ,128.13 
2024-5-9 11:59:52,129.27 ,125.83 ,128.09 
2024-5-9 11:59:53,129.28 ,125.87 ,128.14 
2024-5-9 11:59:54,129.29 ,125.86 ,128.13 
2024-5-9 11:59:56,129.24 ,125.77 ,128.09 
2024-5-9 11:59:57,129.17 ,125.73 ,127.99 
2024-5-9 11:59:58,129.18 ,125.80 ,128.02 
2024-5-9 11:59:59,129.15 ,125.74 ,127.97 
2024-5-9 12:0:1,129.10 ,125.70 ,127.94 
2024-5-9 12:0:2,129.07 ,125.68 ,127.96 
2024-5-9 12:0:3,129.11 ,125.73 ,127.99 
2024-5-9 12:0:4,129.11 ,125.72 ,128.01 
2024-5-9 12:0:5,129.13 ,125.75 ,128.03 
2024-5-9 12:0:7,129.18 ,125.79 ,128.08 
2024-5-9 12:0:8,129.16 ,125.81 ,128.08 
2024-5-9 12:0:9,129.19 ,125.81 ,128.07 
2024-5-9 12:0:10,129.20 ,125.82 ,128.05 
2024-5-9 12:0:11,129.17 ,125.78 ,128.05 
2024-5-9 12:0:13,129.21 ,125.82 ,128.08 
2024-5-9 12:0:14,129.28 ,125.88 ,128.17 
2024-5-9 12:0:15,129.27 ,125.85 ,128.15 
2024-5-9 12:0:16,129.28 ,125.86 ,128.17 
2024-5-9 12:0:18,129.26 ,125.82 ,128.16 
2024-5-9 12:0:19,129.35 ,125.90 ,128.24 
2024-5-9 12:0:20,129.40 ,125.95 ,128.27 
2024-5-9 12:0:21,129.43 ,126.05 ,128.34 
2024-5-9 12:0:22,129.55 ,126.15 ,128.12 
2024-5-9 12:0:24,129.57 ,126.17 ,126.77 
2024-5-9 12:0:25,129.60 ,126.18 ,126.77 
2024-5-9 12:0:26,129.64 ,126.20 ,126.81 
2024-5-9 12:0:27,129.66 ,126.18 ,126.82 
2024-5-9 12:0:28,129.60 ,126.15 ,126.77 
2024-5-9 12:0:30,129.58 ,126.13 ,126.76 
2024-5-9 12:0:31,129.63 ,126.18 ,126.80 
2024-5-9 12:0:32,129.65 ,126.19 ,126.80 
2024-5-9 12:0:33,129.69 ,126.22 ,126.85 
2024-5-9 12:0:35,129.72 ,126.23 ,126.88 
2024-5-9 12:0:36,129.72 ,126.23 ,126.91 
2024-5-9 12:0:37,129.74 ,126.23 ,126.90 
2024-5-9 12:0:38,129.71 ,126.21 ,126.89 
2024-5-9 12:0:39,129.70 ,126.22 ,126.91 
2024-5-9 12:0:41,129.76 ,126.23 ,126.91 
2024-5-9 12:0:42,129.74 ,126.22 ,126.90 
2024-5-9 12:0:43,129.76 ,126.21 ,126.92 
2024-5-9 12:0:44,129.79 ,126.25 ,126.93 
2024-5-9 12:0:46,129.73 ,126.24 ,126.93 
2024-5-9 12:0:47,129.79 ,126.26 ,126.92 
2024-5-9 12:0:48,129.73 ,126.20 ,126.87 
2024-5-9 12:0:49,129.74 ,126.20 ,126.89 
2024-5-9 12:0:50,129.77 ,126.22 ,126.89 
2024-5-9 12:0:52,129.77 ,126.23 ,126.86 
2024-5-9 12:0:53,129.70 ,126.14 ,126.78 
2024-5-9 12:0:54,129.71 ,126.18 ,126.86 
2024-5-9 12:0:55,129.71 ,126.13 ,126.81 
2024-5-9 12:0:57,129.66 ,126.12 ,126.79 
2024-5-9 12:0:58,129.62 ,126.09 ,126.79 
2024-5-9 12:0:59,129.63 ,126.07 ,126.78 
2024-5-9 12:1:0,129.50 ,125.98 ,126.63 
2024-5-9 12:1:1,129.56 ,126.04 ,126.72 
2024-5-9 12:1:3,129.57 ,126.00 ,126.67 
2024-5-9 12:1:4,129.53 ,126.02 ,126.69 
2024-5-9 12:1:5,129.55 ,125.99 ,126.66 
2024-5-9 12:1:6,129.55 ,125.96 ,126.64 
2024-5-9 12:1:7,129.61 ,126.07 ,126.77 
2024-5-9 12:1:9,129.60 ,126.07 ,126.80 
2024-5-9 12:1:10,129.66 ,126.13 ,126.90 
2024-5-9 12:1:11,129.70 ,126.15 ,126.91 
2024-5-9 12:1:12,129.65 ,126.16 ,126.92 
2024-5-9 12:1:14,128.61 ,126.21 ,126.93 
2024-5-9 12:1:15,128.53 ,126.15 ,126.80 
2024-5-9 12:1:16,128.49 ,126.15 ,126.85 
2024-5-9 12:1:17,128.56 ,126.21 ,126.91 
2024-5-9 12:1:18,128.54 ,126.19 ,126.88 
2024-5-9 12:1:20,128.57 ,126.23 ,126.95 
2024-5-9 12:1:21,128.59 ,126.26 ,126.94 
